id,shares,source,sedol,name,as_of_date,currency,country,adr,adr_price,adr_turnover,turnover_usd,exchange,ratio,price_usd
GIL CN Equity,34226.0,ETF,2254645,Gildan Activewear Inc,2025-09-25,CAD,CANADA,,,,40638399.34375,XTSE,,56.73795
GILD US Equity,314138.0,ETF,2369174,Gilead Sciences Inc,2025-09-25,USD,UNITED STATES,GILD US Equity,,,737487932.3076923,XNGS,,110.99
GIS US Equity,139267.0,ETF,2367026,General Mills Inc,2025-09-25,USD,UNITED STATES,GIS US Equity,,,314587956.9230769,XNYS,,49.43
GIVN SW Equity,2336.0,ETF,5980613,Givaudan SA,2025-09-25,CHF,SWITZERLAND,GVDNY US Equity,80.886,5656015.384615385,74044928.03030303,XSWX,0.07638626351693731,3978.52135
GJF NO Equity,33914.0,ETF,B4PH0C5,Gjensidige Forsikring ASA,2025-09-25,NOK,NORWAY,GJNSY US Equity,30.61,63551.61800000001,7580775.611940298,XOSL,0.008383260665294113,27.46278
GLE FP Equity,179601.0,ETF,5966516,Societe Generale SA,2025-09-25,EUR,FRANCE,SCGLY US Equity,13.38,5096082.646153846,128355795.6716418,XPAR,0.039702785678572564,66.01117
GLEN LN Equity,2513716.0,ETF,B4T3BW6,Glencore PLC,2025-09-25,GBp,SWITZERLAND,GLNCY US Equity,9.18,5198507.507692307,112120040.0,XLON,0.046365551668482344,4.43322
GLPI US Equity,64931.0,ETF,BFPK4S5,Gaming and Leisure Properties,2025-09-25,USD,UNITED STATES,GLPI US Equity,,,89193834.92307693,XNGS,,46.1
GLW US Equity,205263.0,ETF,2224701,Corning Inc,2025-09-25,USD,UNITED STATES,GLW US Equity,,,446454490.7692308,XNYS,,79.13
GM US Equity,242409.0,ETF,B665KZ5,General Motors Co,2025-09-25,USD,UNITED STATES,GM US Equity,,,451790255.38461536,XNYS,,60.59
GMAB DC Equity,16336.0,ETF,4595739,Genmab A/S,2025-09-25,DKK,DENMARK,GMAB US Equity,28.815,30503165.846153848,29474442.507462688,XCSE,1.0349022153152072,289.65227
GMEXICOB MM Equity,863428.0,ETF,2643674,Grupo Mexico SAB de CV,2025-09-25,MXN,MEXICO,,,,56420124.92424242,XMEX,,7.98129
GMG AU Equity,510543.0,ETF,B03FYZ4,Goodman Group,2025-09-25,AUD,AUSTRALIA,,,,80880100.4477612,XASX,,21.71622
GMRAIRPO IN Equity,684743.0,ETF,B192HJ1,GMR Airports Ltd,2025-09-25,INR,INDIA,,,,13901056.584615385,XNSE,,1.00425
GOOG US Equity,1249966.0,ETF,BYY88Y7,Alphabet Inc,2025-09-25,USD,UNITED STATES,GOOG US Equity,,,5044883938.461538,XNGS,,246.57
GOOGL US Equity,1458389.0,ETF,BYVY8G0,Alphabet Inc,2025-09-25,USD,UNITED STATES,GOOGL US Equity,,,7762994138.461538,XNGS,,245.79
GOTO IJ Equity,254810900.0,ETF,BQ3R601,GoTo Gojek Tokopedia Tbk PT,2025-09-25,IDR,INDONESIA,GGTKY US Equity,,,10183066.421875,XIDX,,0.00328
GPC US Equity,35560.0,ETF,2367480,Genuine Parts Co,2025-09-25,USD,UNITED STATES,GPC US Equity,,,162443146.30769232,XNYS,,136.26
GPL IN Equity,30995.0,ETF,BGQL729,Godrej Properties Ltd,2025-09-25,INR,INDIA,,,,18450787.96923077,XNSE,,22.16979
GPN US Equity,63461.0,ETF,2712013,Global Payments Inc,2025-09-25,USD,UNITED STATES,GPN US Equity,,,202399216.30769232,XNYS,,84.9
GRAB US Equity,555558.0,ETF,BP6NH40,Grab Holdings Ltd,2025-09-25,USD,SINGAPORE,GRAB US Equity,,,234287975.53846154,XNGS,,6.25
GRASIM IN Equity,70504.0,ETF,BYQKH33,Grasim Industries Ltd,2025-09-25,INR,INDIA,,,,21772001.415384617,XNSE,,31.31085
GRF SM Equity,87324.0,ETF,BYY3DX6,Grifols SA,2025-09-25,EUR,SPAIN,GIKLY US Equity,7.14,3230.273888888889,21423974.970149253,XMAD,0.0001507784570038818,13.98769
GRMN US Equity,40986.0,ETF,B3Z5T14,Garmin Ltd,2025-09-25,USD,SWITZERLAND,GRMN US Equity,,,195984561.53846154,XNYS,,236.7
GRUMAB MM Equity,42125.0,ETF,2392545,Gruma SAB de CV,2025-09-25,MXN,MEXICO,GMKKY US Equity,,1708.198,9743046.863636363,XMEX,0.0001753248264026573,18.04748
GS US Equity,77862.0,ETF,2407966,Goldman Sachs Group Inc/The,2025-09-25,USD,UNITED STATES,GS US Equity,,,1430668003.0769231,XNYS,,794.76
GSK LN Equity,1001820.0,ETF,BN7SWP6,GSK PLC,2025-09-25,GBp,BRITAIN,GSK US Equity,40.915,174562801.69230768,108985795.15151516,XLON,1.6017023268915505,19.615
GULF-R TB Equity,1129976.0,ETF,BMY3G88,Gulf Development PCL,2025-09-25,THB,THAILAND,,,,21657697.301587302,XBKK,,1.36468
GWO CN Equity,69407.0,ETF,2384951,Great-West Lifeco Inc,2025-09-25,CAD,CANADA,,,,97627606.875,XTSE,,38.90643
GWW US Equity,11341.0,ETF,2380863,WW Grainger Inc,2025-09-25,USD,UNITED STATES,GWW US Equity,,,332617104.61538464,XNYS,,951.71
H CN Equity,92003.0,ETF,BYYXJY9,Hydro One Ltd,2025-09-25,CAD,CANADA,HYNLY US Equity,,,52552183.125,XTSE,,35.3473
H US Equity,9749.0,ETF,B5B82X4,Hyatt Hotels Corp,2025-09-25,USD,UNITED STATES,H US Equity,,,132224377.38461539,XNYS,,140.0
HAG GR Equity,15523.0,ETF,BN0SDX8,Hensoldt AG,2025-09-25,EUR,GERMANY,HAGHY US Equity,64.375,813192.562,68189690.59701492,XETR,0.01192544730560192,120.79485
HAL US Equity,216530.0,ETF,2405302,Halliburton Co,2025-09-25,USD,UNITED STATES,HAL US Equity,,,294900740.0,XNYS,,24.66
HAR SJ Equity,162826.0,ETF,6410562,Harmony Gold Mining Co Ltd,2025-09-25,ZAr,SOUTH AFRICA,HMY US Equity,18.3297,75377279.53846154,37220732.40909091,XJSE,2.025142297308775,16.97539
HAVL IN Equity,77471.0,ETF,BQGZWP9,Havells India Ltd,2025-09-25,INR,INDIA,,,,18437683.43076923,XNSE,,17.34909
HBAN US Equity,381794.0,ETF,2445966,Huntington Bancshares Inc/OH,2025-09-25,USD,UNITED STATES,HBAN US Equity,,,528554973.84615386,XNGS,,17.32
HCA US Equity,45717.0,ETF,B4MGBG6,HCA Healthcare Inc,2025-09-25,USD,UNITED STATES,HCA US Equity,,,515020201.53846157,XNYS,,414.89
HCLT IN Equity,262314.0,ETF,6294896,HCL Technologies Ltd,2025-09-25,INR,INDIA,,,,57630145.84615385,XNSE,,16.04419
HD US Equity,250398.0,ETF,2434209,Home Depot Inc/The,2025-09-25,USD,UNITED STATES,HD US Equity,,,1422794912.3076923,XNYS,,407.45
HDFCAMC IN Equity,22373.0,ETF,BG0R3M5,HDFC Asset Management Co Ltd,2025-09-25,INR,INDIA,,,,27631155.63076923,XNSE,,64.80555
HDFCB IN Equity,2821078.0,ETF,BK1N461,HDFC Bank Ltd,2025-09-25,INR,INDIA,HDB US Equity,34.255,130679716.46153846,200703307.69230768,XNSE,0.6511089327031904,10.70345
HDFCLIFE IN Equity,231048.0,ETF,BF0TRG6,HDFC Life Insurance Co Ltd,2025-09-25,INR,INDIA,,,,25958397.0,XNSE,,8.62102
HEI GR Equity,33610.0,ETF,5120679,Heidelberg Materials AG,2025-09-25,EUR,GERMANY,HDLMY US Equity,44.4,5623534.984615385,75605882.23880596,XETR,0.07437959611202066,225.71713
HEI US Equity,12312.0,ETF,2419217,HEICO Corp,2025-09-25,USD,UNITED STATES,HEI US Equity,,,129452901.38461539,XNYS,,317.93
HEI/A US Equity,18677.0,ETF,2237561,HEICO Corp,2025-09-25,USD,UNITED STATES,HEI/A US Equity,,,56605427.23076923,XNYS,,250.27
HEIA NA Equity,70837.0,ETF,7792559,Heineken NV,2025-09-25,EUR,NETHERLANDS,HEINY US Equity,38.79,6078949.723076923,69094936.86567163,XAMS,0.08797966969555364,77.35539
HEIO NA Equity,34823.0,ETF,B0CCH46,Heineken Holding NV,2025-09-25,EUR,NETHERLANDS,HKHHY US Equity,33.923,927120.1953846155,12895068.641791046,XAMS,0.07189726717544981,67.80851
HELN SW Equity,8981.0,ETF,BK6QWF0,Helvetia Holding AG,2025-09-25,CHF,SWITZERLAND,HLVTY US Equity,,22.7,16308522.545454545,XSWX,1.3919102688015637e-06,241.75823
HEN GR Equity,27154.0,ETF,5002465,Henkel AG & Co KGaA,2025-09-25,EUR,GERMANY,HENKY US Equity,18.5,1428160.809230769,7979470.059701492,XETR,0.17897940571810303,73.70236
HEN3 GR Equity,40944.0,ETF,5076705,Henkel AG & Co KGaA,2025-09-25,EUR,GERMANY,HENOY US Equity,20.24,259254.6023076923,35795550.895522386,XETR,0.00724264876002012,80.45987
HEXAB SS Equity,526182.0,ETF,BNZFHC1,Hexagon AB,2025-09-25,SEK,SWEDEN,HXGBY US Equity,11.75,2340761.9476923076,33256822.05970149,XSTO,0.07038441446660938,11.76502
HIG US Equity,72670.0,ETF,2476193,Hartford Insurance Group Inc/T,2025-09-25,USD,UNITED STATES,HIG US Equity,,,197061124.6153846,XNYS,,131.57
HIK LN Equity,32160.0,ETF,B0LCW08,Hikma Pharmaceuticals PLC,2025-09-25,GBp,BRITAIN,HKMPY US Equity,44.93,79595.52492307693,10028106.681818182,XLON,0.007937243534454061,21.23569
HKLD LN Equity,317200.0,ETF,B84RZ85,Hongkong Land Holdings Ltd,2025-09-25,USD,HONG KONG,,,,,XLON,,7.41
HLBK MK Equity,198400.0,ETF,6436892,Hong Leong Bank Bhd,2025-09-25,MYR,MALAYSIA,,,,3528885.6112903226,XKLS,,4.78803
HLMA LN Equity,80548.0,ETF,0405207,Halma PLC,2025-09-25,GBp,BRITAIN,HALMY US Equity,92.43,2197406.576923077,21381585.71212121,XLON,0.10277098277502254,44.97911
HLN LN Equity,2150684.0,ETF,BMX86B7,Haleon PLC,2025-09-25,GBp,BRITAIN,HLN US Equity,8.845,101455387.84615384,70640126.96969697,XLON,1.4362288432702837,4.35652
HLT US Equity,60593.0,ETF,BYVMW06,Hilton Worldwide Holdings Inc,2025-09-25,USD,UNITED STATES,HLT US Equity,,,483721324.61538464,XNYS,,261.28
HMB SS Equity,144388.0,ETF,5687431,H & M Hennes & Mauritz AB,2025-09-25,SEK,SWEDEN,HNNMY US Equity,3.63,330054.51569230773,33600400.0,XSTO,0.009822934122579128,18.11019
HMCL IN Equity,29953.0,ETF,6327327,Hero MotoCorp Ltd,2025-09-25,INR,INDIA,,,,44022468.461538464,XNSE,,60.33756
HNAL IN Equity,46821.0,ETF,BR56KD4,Hindustan Aeronautics Ltd,2025-09-25,INR,INDIA,,,,68061465.6923077,XNSE,,53.80968
HNDL IN Equity,348555.0,ETF,B0GWF48,Hindalco Industries Ltd,2025-09-25,INR,INDIA,,,,38051058.0,XNSE,,8.40241
HNR1 GR Equity,14857.0,ETF,4511809,Hannover Rueck SE,2025-09-25,EUR,GERMANY,HVRRY US Equity,49.84,610314.3492307693,27936636.41791045,XETR,0.02184637907373455,291.77499
HO FP Equity,24197.0,ETF,4162791,Thales SA,2025-09-25,EUR,FRANCE,THLLY US Equity,61.81,7952390.6,73595426.71641791,XPAR,0.10805549957122478,299.24443
HOLMB SS Equity,24032.0,ETF,BDQQ1Q5,Holmen AB,2025-09-25,SEK,SWEDEN,HLHLY US Equity,,,5732871.073134328,XSTO,,37.75381
HOLN SW Equity,129213.0,ETF,7110753,Holcim AG,2025-09-25,CHF,SWITZERLAND,HCMLY US Equity,16.69,2863755.536923077,99676140.0,XSWX,0.02873060229783253,83.06693
HOLX US Equity,56758.0,ETF,2433530,Hologic Inc,2025-09-25,USD,UNITED STATES,HOLX US Equity,,,130425703.84615384,XNGS,,65.79
HON US Equity,163108.0,ETF,2020459,Honeywell International Inc,2025-09-25,USD,UNITED STATES,HON US Equity,,,832175410.7692307,XNGS,,207.7
HOOD US Equity,185432.0,ETF,BP0TQN6,Robinhood Markets Inc,2025-09-25,USD,UNITED STATES,HOOD US Equity,,,5043029538.461538,XNGS,,122.65
HPCL IN Equity,236197.0,ETF,6100476,Hindustan Petroleum Corp Ltd,2025-09-25,INR,INDIA,,,,21726635.26153846,XNSE,,4.77224
HPE US Equity,334716.0,ETF,BYVYWS0,Hewlett Packard Enterprise Co,2025-09-25,USD,UNITED STATES,HPE US Equity,,,450066378.46153843,XNYS,,24.21
HPQ US Equity,241747.0,ETF,BYX4D52,HP Inc,2025-09-25,USD,UNITED STATES,HPQ US Equity,,,226304463.07692307,XNYS,,26.85
HRL US Equity,72895.0,ETF,2437264,Hormel Foods Corp,2025-09-25,USD,UNITED STATES,HRL US Equity,,,106767769.6923077,XNYS,,24.41
HSBA LN Equity,4515754.0,ETF,0540528,HSBC Holdings PLC,2025-09-25,GBp,BRITAIN,HSBC US Equity,70.25,90149289.53846154,189312092.57575756,XLON,0.47619403658742104,13.67514
HSY US Equity,36495.0,ETF,2422806,Hershey Co/The,2025-09-25,USD,UNITED STATES,HSY US Equity,,,294758290.7692308,XNYS,,185.26
HTHT US Equity,52430.0,ETF,BFMFKK7,H World Group Ltd,2025-09-25,USD,CHINA,HTHT US Equity,,,73855059.07692307,XNGS,,39.15
HTO GA Equity,56482.0,ETF,5051605,Hellenic Telecommunications Or,2025-09-25,EUR,GREECE,HLTOY US Equity,9.673,57580.47184615385,7449664.212121212,XATH,0.0077292707706832905,19.12877
HUBB US Equity,13693.0,ETF,BDFG6S3,Hubbell Inc,2025-09-25,USD,UNITED STATES,HUBB US Equity,,,221475541.53846154,XNYS,,420.44
HUBS US Equity,12245.0,ETF,BR4T3B3,HubSpot Inc,2025-09-25,USD,UNITED STATES,HUBS US Equity,,,423965784.61538464,XNYS,,506.68
HUM US Equity,30123.0,ETF,2445063,Humana Inc,2025-09-25,USD,UNITED STATES,HUM US Equity,,,464739872.3076923,XNYS,,254.43
HUVR IN Equity,203197.0,ETF,6261674,Hindustan Unilever Ltd,2025-09-25,INR,INDIA,,,,49558468.15384615,XNSE,,28.60301
HWM US Equity,96361.0,ETF,BKLJ8V2,Howmet Aerospace Inc,2025-09-25,USD,UNITED STATES,HWM US Equity,,,534647920.0,XNYS,,189.85
HYUNDAI IN Equity,40502.0,ETF,BR4TRD3,Hyundai Motor India Ltd,2025-09-25,INR,INDIA,,,,23797016.153846152,XNSE,,30.84095
IAG AU Equity,568733.0,ETF,6271026,Insurance Australia Group Ltd,2025-09-25,AUD,AUSTRALIA,IAUGY US Equity,25.62,3796.812063492063,32851613.28358209,XASX,0.00011557459996613183,5.2802
IAG CN Equity,25982.0,ETF,BJ2ZH37,iA Financial Corp Inc,2025-09-25,CAD,CANADA,,,,44684982.15625,XTSE,,109.98852
IAG LN Equity,311827.0,ETF,B5M6XQ7,International Consolidated Air,2025-09-25,GBp,BRITAIN,ICAGY US Equity,10.28,642915.0215384616,56104914.39393939,XLON,0.011459156982653039,5.09817
IBE SM Equity,1544465.0,ETF,B288C92,Iberdrola SA,2025-09-25,EUR,SPAIN,IBDRY US Equity,75.36,9190188.8,173952171.64179105,XMAD,0.05283169915765575,18.42267
IBKR US Equity,112797.0,ETF,B1WT4X2,Interactive Brokers Group Inc,2025-09-25,USD,UNITED STATES,IBKR US Equity,,,428976509.2307692,XNGS,,64.97
IBM US Equity,234138.0,ETF,2005973,International Business Machine,2025-09-25,USD,UNITED STATES,IBM US Equity,,,1275271598.4615386,XNYS,,281.44
ICE US Equity,144264.0,ETF,BFSSDS9,Intercontinental Exchange Inc,2025-09-25,USD,UNITED STATES,ICE US Equity,,,482298666.15384614,XNYS,,167.28
ICICIBC IN Equity,1363479.0,ETF,BSZ2BY7,ICICI Bank Ltd,2025-09-25,INR,INDIA,IBN US Equity,30.355,144829014.0,150668072.6153846,XNSE,0.9612455478189452,15.5033
ICICIGI IN Equity,63000.0,ETF,BYXH7P9,ICICI Lombard General Insuranc,2025-09-25,INR,INDIA,,,,13441169.107692307,XNSE,,21.2052
ICL IT Equity,241575.0,ETF,6455530,ICL Group Ltd,2025-09-25,ILs,ISRAEL,,,,11446908.301587302,XTAE,,6.16206
ICT PM Equity,210280.0,ETF,6455819,International Container Termin,2025-09-25,PHP,PHILIPPINES,ICTEY US Equity,,214.015,11647926.138461538,XPHS,1.837365703181452e-05,8.57359
IDEA IN Equity,5968644.0,ETF,B1MP4H4,Vodafone Idea Ltd,2025-09-25,INR,INDIA,,,,61144209.692307696,XNSE,,0.09781
IDFCFB IN Equity,927687.0,ETF,BYWZNK1,IDFC First Bank Ltd,2025-09-25,INR,INDIA,,,,18395161.123076923,XNSE,,0.78801
IDXX US Equity,20841.0,ETF,2459202,IDEXX Laboratories Inc,2025-09-25,USD,UNITED STATES,IDXX US Equity,,,337608270.7692308,XNGS,,618.17
IEX US Equity,20322.0,ETF,2456612,IDEX Corp,2025-09-25,USD,UNITED STATES,IEX US Equity,,,128283189.53846154,XNYS,,159.28
IFC CN Equity,46452.0,ETF,B04YJV1,Intact Financial Corp,2025-09-25,CAD,CANADA,ITFCY US Equity,,785.17,125865480.78125,XTSE,6.238167884684755e-06,188.21039
IFF US Equity,64180.0,ETF,2464165,International Flavors & Fragra,2025-09-25,USD,UNITED STATES,IFF US Equity,,,144723613.07692307,XNYS,,60.3
IFT NZ Equity,228454.0,ETF,6459286,Infratil Ltd,2025-09-25,NZD,NEW ZEALAND,,,,5713202.402985075,XNZE,,7.30031
IFX GR Equity,328692.0,ETF,5889505,Infineon Technologies AG,2025-09-25,EUR,GERMANY,IFNNY US Equity,38.7,8496303.861538462,145039821.9402985,XETR,0.058579111225300066,38.70687
IGM CN Equity,14764.0,ETF,2469375,IGM Financial Inc,2025-09-25,CAD,CANADA,,,,12785181.890625,XTSE,,36.54564
IH IN Equity,204188.0,ETF,B1FRT61,Indian Hotels Co Ltd/The,2025-09-25,INR,INDIA,,,,25880006.230769232,XNSE,,8.25028
IHG LN Equity,35487.0,ETF,BHJYC05,InterContinental Hotels Group,2025-09-25,GBp,BRITAIN,IHG US Equity,122.615,21286709.230769232,31608476.363636363,XLON,0.6734493933171135,117.03638
IHH MK Equity,656400.0,ETF,B83X6P8,IHH Healthcare Bhd,2025-09-25,MYR,MALAYSIA,,,,9122117.08064516,XKLS,,1.75039
IIB IN Equity,138880.0,ETF,6100454,IndusInd Bank Ltd,2025-09-25,INR,INDIA,,,,37283229.07692308,XNSE,,8.34719
III LN Equity,251106.0,ETF,B1YW440,3i Group PLC,2025-09-25,GBp,BRITAIN,TGOPY US Equity,13.71,5170037.876923077,48559724.39393939,XLON,0.10646761161536443,52.64903
ILMN US Equity,39645.0,ETF,2613990,Illumina Inc,2025-09-25,USD,UNITED STATES,ILMN US Equity,,,190201207.3846154,XNGS,,92.19
IMB LN Equity,206908.0,ETF,0454492,Imperial Brands PLC,2025-09-25,GBp,BRITAIN,IMBBY US Equity,42.5,6722694.969230769,34259550.90909091,XLON,0.19622834482184867,42.1379
IMCD NA Equity,13217.0,ETF,BNCBD46,IMCD NV,2025-09-25,EUR,NETHERLANDS,IMCDY US Equity,51.4601,1381317.2938461537,25038530.04477612,XAMS,0.05516766724627842,103.24166
IMO CN Equity,49027.0,ETF,2454241,Imperial Oil Ltd,2025-09-25,CAD,CANADA,,,,93018832.96875,XTSE,,93.31946
IMP SJ Equity,224703.0,ETF,B1FFT76,Impala Platinum Holdings Ltd,2025-09-25,ZAr,SOUTH AFRICA,IMPUY US Equity,12.69,2454550.141538461,44714960.90909091,XJSE,0.054893263722823285,12.19897
INCY US Equity,43354.0,ETF,2471950,Incyte Corp,2025-09-25,USD,UNITED STATES,INCY US Equity,,,140001630.46153846,XNGS,,81.66
INDF IJ Equity,1754300.0,ETF,6283979,Indofood Sukses Makmur Tbk PT,2025-09-25,IDR,INDONESIA,PIFMY US Equity,22.65,9532.018769230768,3560699.96875,XIDX,0.002677007007860038,0.46156
INDIGO IN Equity,52191.0,ETF,BYYZ7D0,InterGlobe Aviation Ltd,2025-09-25,INR,INDIA,,,,79398026.0,XNSE,,63.9435
INDT SS Equity,65413.0,ETF,B0LDBX7,Indutrade AB,2025-09-25,SEK,SWEDEN,IDTRY US Equity,12.3252,2437.23125,9218910.447761195,XSTO,0.0002643730258375467,23.13875
INDUA SS Equity,16252.0,ETF,B1VSK10,Industrivarden AB,2025-09-25,SEK,SWEDEN,,,,3085553.23880597,XSTO,,38.72673
INDUC SS Equity,46886.0,ETF,B1VSK54,Industrivarden AB,2025-09-25,SEK,SWEDEN,,,,10489708.582089553,XSTO,,38.67386
INDUSTOW IN Equity,296625.0,ETF,B92P9G4,Indus Towers Ltd,2025-09-25,INR,INDIA,,,,32917614.153846152,XNSE,,4.01668
INF LN Equity,276950.0,ETF,BMJ6DW5,Informa PLC,2025-09-25,GBp,BRITAIN,IFJPY US Equity,24.7575,223243.16292307695,23100100.651515152,XLON,0.009664164078368821,12.04245
INFO IN Equity,832188.0,ETF,6205122,Infosys Ltd,2025-09-25,INR,INDIA,INFY US Equity,16.27,303724557.2307692,143727803.23076922,XNSE,2.113192788058615,16.73157
INFOE IN Equity,107428.0,ETF,BTJVLJ2,Info Edge India Ltd,2025-09-25,INR,INDIA,,,,27097681.184615385,XNSE,,15.30948
INGA NA Equity,763519.0,ETF,BZ57390,ING Groep NV,2025-09-25,EUR,NETHERLANDS,ING US Equity,25.97,61909024.92307692,176487706.56716418,XAMS,0.35078378050947595,25.55365
INPST NA Equity,52561.0,ETF,BN4N9C0,InPost SA,2025-09-25,EUR,POLAND,INPOY US Equity,6.047,355510.3943076923,11792575.746268656,XAMS,0.03014696720690397,12.33625
INTC US Equity,1101936.0,ETF,2463247,Intel Corp,2025-09-25,USD,UNITED STATES,INTC US Equity,,,2704856923.076923,XNGS,,33.99
INTU US Equity,70509.0,ETF,2459020,Intuit Inc,2025-09-25,USD,UNITED STATES,INTU US Equity,,,1340080896.9230769,XNGS,,692.68
INVEB SS Equity,441608.0,ETF,BMV7PQ4,Investor AB,2025-09-25,SEK,SWEDEN,,,,66489855.37313433,XSTO,,30.02855
INVH US Equity,145835.0,ETF,BD81GW9,Invitation Homes Inc,2025-09-25,USD,UNITED STATES,INVH US Equity,,,120298917.07692307,XNYS,,28.9
INW IM Equity,45609.0,ETF,BZ0P4R4,Infrastrutture Wireless Italia,2025-09-25,EUR,ITALY,,,,13817845.848484848,MTAA,,11.53095
IOCL IN Equity,684484.0,ETF,6253767,Indian Oil Corp Ltd,2025-09-25,INR,INDIA,,,,17076325.015384614,XNSE,,1.64769
IOT US Equity,67887.0,ETF,BPK3058,Samsara Inc,2025-09-25,USD,UNITED STATES,IOT US Equity,,,225855389.3846154,XNYS,,38.51
IP US Equity,121914.0,ETF,2465254,International Paper Co,2025-09-25,USD,UNITED STATES,IP US Equity,,,207189286.46153846,XNYS,,45.32
IPN FP Equity,10773.0,ETF,B0R7JF1,Ipsen SA,2025-09-25,EUR,FRANCE,IPSEY US Equity,32.02,17049.306666666667,9190918.865671642,XPAR,0.00185501655665206,130.13165
IPRU IN Equity,82480.0,ETF,BYXL8H0,ICICI Prudential Life Insuranc,2025-09-25,INR,INDIA,,,,8720184.923076924,XNSE,,6.7048
IQCD QD Equity,440750.0,ETF,6673570,Industries Qatar QSC,2025-09-25,QAR,QATAR,,,,5553872.0298507465,DSMD,,3.42907
IQV US Equity,42847.0,ETF,BDR73G1,IQVIA Holdings Inc,2025-09-25,USD,UNITED STATES,IQV US Equity,,,299061004.61538464,XNYS,,176.69
IR US Equity,104201.0,ETF,BL5GZ82,Ingersoll Rand Inc,2025-09-25,USD,UNITED STATES,IR US Equity,,,264669472.30769232,XNYS,,80.5
IRCTC IN Equity,69841.0,ETF,BL6C482,Indian Railway Catering & Tour,2025-09-25,INR,INDIA,,,,6750596.323076923,XNSE,,8.0559
IRM US Equity,74515.0,ETF,BVFTF03,Iron Mountain Inc,2025-09-25,USD,UNITED STATES,IRM US Equity,,,148008339.69230768,XNYS,,100.8
ISA CB Equity,26649.0,ETF,2205706,Interconexion Electrica SA ESP,2025-09-25,COP,COLOMBIA,IESFY US Equity,148.0,5170.581612903226,1782773.1234375,XBOG,0.0029003026492420056,5.87213
ISCD IT Equity,0.95,ETF,BJ0CJC3,Isracard Ltd,2025-09-25,ILs,ISRAEL,,,,5401284.46031746,XTAE,,3.80396
ISCTR TI Equity,2065879.0,ETF,B03MYS8,Turkiye Is Bankasi AS,2025-09-25,TRY,TURKEY,,,,161943473.1818182,XIST,,0.3508
ISP IM Equity,3724885.0,ETF,4076836,Intesa Sanpaolo SpA,2025-09-25,EUR,ITALY,ISNPY US Equity,39.03,8889959.184615385,291815045.45454544,MTAA,0.030464362009737872,6.34786
ISRG US Equity,90542.0,ETF,2871301,Intuitive Surgical Inc,2025-09-25,USD,UNITED STATES,ISRG US Equity,,,1029707804.6153846,XNGS,,438.12
IT US Equity,19026.0,ETF,2372763,Gartner Inc,2025-09-25,USD,UNITED STATES,IT US Equity,,,396802698.46153843,XNYS,,262.4
ITC IN Equity,801098.0,ETF,B0JGGP5,ITC Ltd,2025-09-25,INR,INDIA,,,,61297761.23076923,XNSE,,4.50856
ITRK LN Equity,44677.0,ETF,3163836,Intertek Group PLC,2025-09-25,GBp,BRITAIN,IKTSY US Equity,62.76,197180.97230769228,18283006.78787879,XLON,0.010784931307820697,61.25269
ITSA4 BZ Equity,1500329.0,ETF,2458771,Itausa SA,2025-09-25,BRL,BRAZIL,,,,41955937.014925376,BVMF,,2.11237
ITUB4 BZ Equity,1356211.0,ETF,B037HR3,Itau Unibanco Holding SA,2025-09-25,BRL,BRAZIL,ITUB US Equity,7.335,197793663.07692307,141316473.2835821,BVMF,1.3996504333929087,7.19966
ITW US Equity,70571.0,ETF,2457552,Illinois Tool Works Inc,2025-09-25,USD,UNITED STATES,ITW US Equity,,,244907407.69230768,XNYS,,257.89
ITX SM Equity,260692.0,ETF,BP9DL90,Industria de Diseno Textil SA,2025-09-25,EUR,SPAIN,IDEXY US Equity,13.4,9172360.661538461,103056890.89552239,XMAD,0.08900288551143339,51.91261
IVN CN Equity,161705.0,ETF,BD73C40,Ivanhoe Mines Ltd,2025-09-25,CAD,CANADA,,,,58176442.34375,XTSE,,9.85936
J US Equity,30465.0,ETF,BNGC0D3,Jacobs Solutions Inc,2025-09-25,USD,UNITED STATES,J US Equity,,,97155964.0,XNYS,,146.28
JAR LN Equity,41800.0,ETF,B7TB046,Jardine Matheson Holdings Ltd,2025-09-25,USD,HONG KONG,,,,22714.3425,XLON,,62.5
JBHT US Equity,21218.0,ETF,2445416,JB Hunt Transport Services Inc,2025-09-25,USD,UNITED STATES,JBHT US Equity,,,157246218.15384614,XNGS,,132.4
JBL US Equity,26414.0,ETF,2471789,Jabil Inc,2025-09-25,USD,UNITED STATES,JBL US Equity,,,321708820.0,XNYS,,210.2
JBS US Equity,102085.0,ETF,BT18HL5,JBS NV,2025-09-25,USD,BRAZIL,JBS US Equity,,,76044723.84615384,XNYS,,14.72
JCI US Equity,169709.0,ETF,BY7QL61,Johnson Controls International,2025-09-25,USD,UNITED STATES,JCI US Equity,,,507480086.15384614,XNYS,,105.77
JD/ LN Equity,558300.0,ETF,BM8Q5M0,JD Sports Fashion PLC,2025-09-25,GBp,BRITAIN,JDSPY US Equity,1.19,13679.828307692307,12301558.515151516,XLON,0.0011120402582195754,1.18157
JDEP NA Equity,40923.0,ETF,BMC4ZZ3,JDE Peet's NV,2025-09-25,EUR,NETHERLANDS,JDEPY US Equity,18.25,204943.87092307693,22632508.85074627,XAMS,0.009055287342406992,36.36683
JDSL IN Equity,93873.0,ETF,6743257,Jindal Stainless Ltd,2025-09-25,INR,INDIA,,,,8651052.707692308,XNSE,,8.83963
